#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
AP011112.1	3	20101223	608538	Hydrogenobacter thermophilus TK-6
CP002221.1	5	20140501	608538	Hydrogenobacter thermophilus TK-6, Izu Peninsula isolate
CP004347.1	3	20130718	547144	Hydrogenobaculum sp. HO
CP004390.1	3	20130718	547146	Hydrogenobaculum sp. SN
CP001130.1	4	20140501	380749	Hydrogenobaculum sp. Y04AAS1
CP006587.1	2	20140815	1356852	Hymenobacter sp. APR13
CP010054.1	1	20141212	1385664	Hymenobacter sp. DG25B
CP005587.1	5	20140515	670307	Hyphomicrobium denitrificans 1NES1
CP002083.1	4	20140515	582899	Hyphomicrobium denitrificans ATCC 51888
CP006912.1	4	20140501	1029756	Hyphomicrobium nitrativorans NL23
FQ859181.1	2	20150227	717785	Hyphomicrobium sp. MC1 chromosome
CP000158.1	8	20140515	228405	Hyphomonas neptunium ATCC 15444
CP005964.1	3	20140516	1321370	Idiomarina loihiensis GSL 199
AE017340.1	11	20140515	283942	Idiomarina loihiensis L2TR
CP003418.1	7	20140515	945713	Ignavibacterium album JCM 16511
AP012057.1	3	20130930	1313172	Ilumatobacter coccineus YM16-304
CP002281.1	4	20111123	572544	Ilyobacter polytropus DSM 2926
CP002343.1	4	20150109	710696	Intrasporangium calvum DSM 43043
CP002810.1	2	20111014	743718	Isoptericola variabilis 225
CP002353.1	3	20111010	575540	Isosphaera pallida ATCC 43644
CP000264.1	11	20140515	290400	Jannaschia sp. CCS1
HG322949.1	2	20150227	1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628
CP000269.1	5	20140515	375286	Janthinobacterium sp. Marseille
CP009416.1	1	20150115	1508404	Jeotgalibacillus sp. D5
CP001706.1	5	20140515	471856	Jonesia denitrificans DSM 20603
CP010975.1	1	20150430	914150	Kangiella geojedonensis strain YCS-5
CP001707.1	4	20140102	523791	Kangiella koreensis DSM 16069
CP002018.1	5	20140515	759362	Ketogulonicigenium vulgare WSH-001
CP002224.1	4	20140515	880591	Ketogulonicigenium vulgare Y25
CP000750.2	7	20140515	266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149
CP003733.1	4	20140501	1208923	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)
CP003807.1	3	20140501	1208922	Candidatus Kinetoplastibacterium blastocrithidii TCC012E
AP010968.1	2	20120105	452652	Kitasatospora setae KM-6054
CP011077.1	1	20150327	1134687	Klebsiella michiganensis strain RC10
CP008841.1	1	20140713	571	Klebsiella oxytoca strain M1
CP003683.1	4	20140515	1191061	Klebsiella oxytoca E718
CP004887.1	4	20141002	1308980	Klebsiella oxytoca HKOPL1
CP003218.1	5	20140515	1006551	Klebsiella oxytoca KCTC 1686
CP008788.1	2	20140801	1333852	Klebsiella oxytoca KONIH1
FO834906.1	3	20150307	573	Klebsiella pneumoniae str. Kp52.145, chromosome
CP009114.1	4	20150304	573	Klebsiella pneumoniae strain blaNDM-1
CP008929.1	2	20141127	573	Klebsiella pneumoniae strain PMK1
CP010361.1	4	20150208	573	Klebsiella pneumoniae strain 32192
CP010392.1	1	20150106	573	Klebsiella pneumoniae strain 34618
CP009461.1	2	20141116	573	Klebsiella pneumoniae strain XH209
CP000964.1	5	20140515	507522	Klebsiella pneumoniae 342
CP006923.1	5	20141002	1420012	Klebsiella pneumoniae 30660/NJST258_1
CP006918.1	5	20141002	1420013	Klebsiella pneumoniae 30684/NJST258_2
CP006659.1	5	20140615	1263871	Klebsiella pneumoniae ATCC BAA-2146
CP006648.1	4	20140515	1244085	Klebsiella pneumoniae CG43
CP006738.1	1	20150104	1392500	Klebsiella pneumoniae HK787
CP006656.1	4	20140515	1380908	Klebsiella pneumoniae JM45
CP002910.1	6	20140515	1049565	Klebsiella pneumoniae KCTC 2242
CP009771.1	3	20150304	72407	Klebsiella pneumoniae subsp. pneumoniae strain KPNIH33
CP009775.1	3	20150304	72407	Klebsiella pneumoniae subsp. pneumoniae strain KPNIH32
CP009208.1	1	20140822	72407	Klebsiella pneumoniae subsp. pneumoniae strain ATCC 43816 KPPR1
CP011313.1	1	20150430	72407	Klebsiella pneumoniae subsp. pneumoniae strain 234-12
CP003785.1	5	20140515	1193292	Klebsiella pneumoniae subsp. pneumoniae 1084
CP006722.1	1	20150107	1392499	Klebsiella pneumoniae subsp. pneumoniae 1158
CP003200.1	5	20140515	1125630	Klebsiella pneumoniae subsp. pneumoniae HS11286
CP008700.1	1	20140630	1199150	Klebsiella pneumoniae subsp. pneumoniae KP5-1
CP003999.1	3	20140305	1123862	Klebsiella pneumoniae subsp. pneumoniae Kp13
CP008827.1	2	20140801	1087440	Klebsiella pneumoniae subsp. pneumoniae KPNIH1
CP008797.1	2	20140801	1225181	Klebsiella pneumoniae subsp. pneumoniae KPNIH24
CP000647.1	5	20140515	272620	Klebsiella pneumoniae subsp. pneumoniae MGH 78578
AP006725.1	7	20110301	484021	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
CP006798.1	2	20141002	1406314	Klebsiella pneumoniae subsp. pneumoniae PittNDM01
FO203501.1	4	20150417	861365	Klebsiella pneumoniae subsp. rhinoscleromatis SB3432
CP009274.1	1	20150101	244366	Klebsiella variicola strain DX120E
CP010523.1	1	20150122	244366	Klebsiella variicola strain DSM 15968
CP001891.1	5	20140515	640131	Klebsiella variicola At-22
AP009152.1	5	20090508	378753	Kocuria rhizophila DC2201
AP012159.1	2	20111207	634177	Komagataeibacter medellinensis NBRC 3288
CP004360.1	4	20141002	1296990	Komagataeibacter xylinus E25
CP007215.2	4	20140525	1235834	Kosakonia sacchari SP1
CP001634.1	7	20131212	521045	Kosmotoga olearia TBF 19.5.1
CP001736.1	6	20140515	479435	Kribbella flavida DSM 17836
CP007155.1	5	20150118	1449976	Kutzneria albida DSM 43870
CP002017.1	7	20150109	562970	Kyrpidia tusciae DSM 2912
CP001686.1	5	20140515	478801	Kytococcus sedentarius DSM 20547
CP000885.1	4	20140501	357809	Lachnoclostridium phytofermentans ISDg
CP002825.1	3	20111014	983544	Lacinutrix sp. 5H-3-7-4
AP014808.1	1	20150314	1600	Lactobacillus acetotolerans DNA strain: NBRC 13120
CP002559.1	5	20140515	891391	Lactobacillus acidophilus 30SC
CP005926.2	6	20140516	1314884	Lactobacillus acidophilus La-14
CP000033.3	7	20101207	272621	Lactobacillus acidophilus NCFM
CP002609.1	6	20140515	695562	Lactobacillus amylovorus GRL1118
CP002338.1	6	20140515	695560	Lactobacillus amylovorus GRL 1112
AB370334.1	1	20090409	1580	Lactobacillus brevis plasmid pLB925A01
AB370335.1	1	20090409	1580	Lactobacillus brevis plasmid pLB925A02
AB370336.1	1	20090409	1580	Lactobacillus brevis plasmid pLB925A03
AB370337.1	1	20090409	1580	Lactobacillus brevis plasmid pLB925A04
CP000416.1	9	20140515	387344	Lactobacillus brevis ATCC 367
AP012167.1	1	20130329	1001583	Lactobacillus brevis KB290
CP003043.1	6	20150108	1071400	Lactobacillus buchneri CD034
CP002652.1	3	20111012	511437	Lactobacillus buchneri NRRL B-30929
CP006690.1	1	20140510	1051650	Lactobacillus casei 12A
CP000423.1	11	20140515	321967	Lactobacillus casei ATCC 334
CP002618.1	6	20140515	998820	Lactobacillus casei BD-II
FM177140.1	4	20150227	543734	Lactobacillus casei BL23
CP002616.1	6	20140515	999378	Lactobacillus casei LC2W
CP005486.1	5	20140516	1318635	Lactobacillus casei LOCK919
CP001084.2	9	20150225	498216	Lactobacillus casei str. Zhang
AP012544.1	2	20131010	219334	Lactobacillus casei subsp. casei ATCC 393
HE970764.1	4	20150227	1215914	Lactobacillus casei W56
FN692037.1	4	20150227	748671	Lactobacillus crispatus ST1
CP000156.1	4	20140515	353496	Lactobacillus delbrueckii subsp. bulgaricus 2038
CR954253.1	5	20150227	390333	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
CP000412.1	9	20140515	321956	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
CP002341.1	6	20140515	767455	Lactobacillus delbrueckii subsp. bulgaricus ND02
CP002033.1	6	20140515	712938	Lactobacillus fermentum CECT 5716
CP005958.1	4	20140515	767453	Lactobacillus fermentum F-6
AP008937.1	2	20080723	334390	Lactobacillus fermentum IFO 3956
CP006809.1	1	20150107	1403312	Lactobacillus gasseri 130918
CP000413.1	10	20140515	324831	Lactobacillus gasseri ATCC 33323 = JCM 1131
CP009907.1	1	20150326	1587	Lactobacillus helveticus strain KLDS1.8701
CP002081.1	6	20140516	326425	Lactobacillus helveticus CNRZ32
CP000517.1	5	20140515	405566	Lactobacillus helveticus DPC 4571
CP002427.1	2	20140217	767456	Lactobacillus helveticus H9
CP002429.1	6	20140515	767462	Lactobacillus helveticus H10
CP003799.1	5	20140515	880633	Lactobacillus helveticus R0052
AP014680.1	1	20141111	1193095	Lactobacillus hokkaidonensis
CP002464.1	4	20140515	909954	Lactobacillus johnsonii DPC 6026
FN298497.1	2	20150227	633699	Lactobacillus johnsonii FI9785
CP006811.1	5	20140522	1408186	Lactobacillus johnsonii N6.2
AE017198.1	7	20140515	257314	Lactobacillus johnsonii NCC 533
CP002764.1	6	20140515	1033837	Lactobacillus kefiranofaciens ZW3
CP011013.1	1	20150314	1130798	Lactobacillus mucosae LM1
CP007122.1	5	20141002	1446494	Lactobacillus paracasei N1115
CP002391.1	3	20140102	537973	Lactobacillus paracasei subsp. paracasei 8700:2
AP012541.1	2	20131010	1226298	Lactobacillus paracasei subsp. paracasei JCM 8130
CP006033.1	3	20140203	1327988	Lactobacillus plantarum 16
CP004406.1	3	20150407	1300221	Lactobacillus plantarum DOMLa
CP001617.1	5	20140515	644042	Lactobacillus plantarum JDM1
CP005942.2	7	20150225	767468	Lactobacillus plantarum subsp. plantarum P-8
CP002222.1	5	20140515	889932	Lactobacillus plantarum subsp. plantarum ST-III
AL935263.2	10	20150227	220668	Lactobacillus plantarum WCFS1
CP004082.1	5	20150213	1284663	Lactobacillus plantarum ZJ316
CP000705.1	8	20140515	557436	Lactobacillus reuteri DSM 20016
CP006011.1	4	20140516	1340495	Lactobacillus reuteri I5007
AP007281.1	3	20080906	557433	Lactobacillus reuteri JCM 1112
CP002844.1	5	20131122	491077	Lactobacillus reuteri SD2112
CP006603.1	4	20140522	1358027	Lactobacillus reuteri TD1
CP003094.1	5	20140516	1088720	Lactobacillus rhamnosus ATCC 8530
AP011548.1	7	20131010	568703	Lactobacillus rhamnosus GG ATCC 53103
FM179322.1	3	20150227	568703	Lactobacillus rhamnosus GG
FM179323.1	4	20150227	568704	Lactobacillus rhamnosus Lc 705
CP005484.1	3	20140131	1316933	Lactobacillus rhamnosus LOCK900
CP005485.1	4	20140501	1318634	Lactobacillus rhamnosus LOCK908
CP003032.1	4	20140515	1069534	Lactobacillus ruminis ATCC 27782
CR936503.1	8	20150227	314315	Lactobacillus sakei subsp. sakei 23K
CP007646.1	1	20140928	1624	Lactobacillus salivarius strain JCM1046
CP002034.1	7	20140515	712961	Lactobacillus salivarius CECT 5713
CP000233.1	11	20140515	362948	Lactobacillus salivarius UCC118
CP002461.1	5	20140515	714313	Lactobacillus sanfranciscensis TMW 1.1304
CP009531.1	1	20141002	1545702	Lactobacillus sp. wkB8
AP009332.1	2	20110816	420889	Lactococcus garvieae ATCC 49156
AP009333.1	2	20110816	420890	Lactococcus garvieae Lg2
CP009472.1	1	20141002	1358	Lactococcus lactis strain AI06
CP003132.1	4	20140515	1104322	Lactococcus lactis subsp. cremoris A76
CP004884.1	4	20140515	1295826	Lactococcus lactis subsp. cremoris KW2
AM406671.1	4	20150227	416870	Lactococcus lactis subsp. cremoris MG1363
CP002094.1	4	20140515	746361	Lactococcus lactis subsp. cremoris NZ9000
CP000425.1	11	20140515	272622	Lactococcus lactis subsp. cremoris SK11
CP003157.1	8	20140515	1111678	Lactococcus lactis subsp. cremoris UC509.9
CP010050.1	1	20141224	1360	Lactococcus lactis subsp. lactis strain S0
CP002365.1	7	20150211	929102	Lactococcus lactis subsp. lactis CV56
AE005176.1	8	20140515	272623	Lactococcus lactis subsp. lactis IL1403
AP012281.1	3	20130329	1046624	Lactococcus lactis subsp. lactis IO-1
CP001834.1	6	20140515	684738	Lactococcus lactis subsp. lactis KF147
CP006766.1	6	20140515	1399116	Lactococcus lactis subsp. lactis KLDS 4.0325
CP009054.1	1	20140731	1117941	Lactococcus lactis subsp. lactis NCDO 2118
CP001154.1	5	20140515	557598	Laribacter hongkongensis HLHK9
CP004029.1	1	20130310	1234378	Lawsonia intracellularis N343
AM180252.1	4	20150227	363253	Lawsonia intracellularis PHE/MN1-00
CP002305.1	6	20140515	649349	Leadbetterella byssophila DSM 17132
LN614827.1	1	20141021	1212491	Legionella fallonii LLAP-10
FN650140.1	3	20150227	661367	Legionella longbeachae NSW150
CP004006.1	3	20150118	1268635	Legionella oakridgensis ATCC 33761 = DSM 21215
CP001828.1	4	20140516	423212	Legionella pneumophila 2300/99 Alcoy
CP000675.2	7	20140515	400673	Legionella pneumophila str. Corby
CR628337.1	5	20150227	297245	Legionella pneumophila str. Lens
CR628336.1	5	20150227	297246	Legionella pneumophila str. Paris
FQ958211.1	2	20150227	91891	Legionella pneumophila subsp. pneumophila str. HL06041035 chromosome
FQ958210.1	2	20150227	91891	Legionella pneumophila subsp. pneumophila str. Lorraine chromosome
CP003192.1	5	20140515	933093	Legionella pneumophila subsp. pneumophila ATCC 43290
CP003885.1	3	20130620	1312904	Legionella pneumophila subsp. pneumophila LPE509 str. Philadelphia 1
CP003023.1	4	20140515	1081094	Legionella pneumophila subsp. pneumophila str. Hextuple_2q
CP003024.1	4	20140515	1081095	Legionella pneumophila subsp. pneumophila str. Hextuple_3a
AE017354.1	8	20140515	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
CP003730.1	5	20140515	1199191	Legionella pneumophila subsp. pneumophila str. Thunder Bay
CP006734.1	6	20150219	1389489	Leifsonia xyli subsp. cynodontis DSM 46306
AE016822.1	4	20140202	281090	Leifsonia xyli subsp. xyli str. CTCB07
CP006773.1	3	20140613	999552	Leisingera methylohalidivorans DSM 14336 strain MB2, DSM 14336
AP014642.1	1	20150215	1184	Leptolyngbya boryana DNA strain: dg5
AP014638.1	1	20150215	1184	Leptolyngbya boryana DNA strain: IAM M-101
CP003946.1	2	20130718	111781	Leptolyngbya sp. PCC 7376
CP000777.1	4	20140515	355278	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)' chromosome I
CP000778.1	4	20140515	355278	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)' chromosome II
CP000786.1	6	20140515	456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome I
CP000787.1	4	20140515	456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome II
CP000350.1	7	20140515	355277	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197 chromosome 1
CP000351.1	6	20140515	355277	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197 chromosome 2
CP000348.1	6	20140515	355276	Leptospira borgpetersenii serovar Hardjo-bovis str. L550 chromosome 1
CP000349.1	6	20140515	355276	Leptospira borgpetersenii serovar Hardjo-bovis str. L550 chromosome 2
AE016824.1	9	20140515	267671	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
AE016823.1	6	20140515	267671	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130, chromosome I
AE010300.2	7	20140515	189518	Leptospira interrogans serovar lai str. 56601 chromosome I
AE010301.2	8	20140515	189518	Leptospira interrogans serovar Lai str. 56601 chromosome II
CP001221.1	4	20140515	573825	Leptospira interrogans serovar Lai str. IPAV chromosome 1
CP002919.1	5	20140515	1048260	Leptospirillum ferriphilum ML-04
AP012342.1	3	20120724	1162668	Leptospirillum ferrooxidans C2-3
CP001013.1	5	20140515	395495	Leptothrix cholodnii SP-6
CP001685.1	3	20131212	523794	Leptotrichia buccalis C-1013-b
CP003851.1	5	20140515	1229758	Leuconostoc carnosum JB16
DQ489736.1	6	20140515	349519	Leuconostoc citreum KM20
CP003839.1	4	20140515	1229756	Leuconostoc gelidum JB7
FN822744.1	5	20150227	762550	Leuconostoc gelidum subsp. gasicomitatum LMG 18811 strain LMG 18811T
CP001758.1	6	20140515	762051	Leuconostoc kimchii IMSNU 11154
CP000574.1	2	20140217	427140	Leuconostoc mesenteroides KFRI-MG
CP000414.1	12	20140515	203120	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
CP003101.1	5	20140515	1107880	Leuconostoc mesenteroides subsp. mesenteroides J18
CP002898.1	5	20140515	979982	Leuconostoc sp. C2
CP003789.1	5	20140516	1215343	Liberibacter crescens BT-1
AL592022.1	6	20150227	272626	Listeria innocua Clip11262
CP009577.1	2	20150314	202751	Listeria ivanovii subsp. ivanovii strain WSLC 3010
FR687253.1	3	20150227	881621	Listeria ivanovii subsp. ivanovii PAM 55
CP009576.1	2	20150314	202752	Listeria ivanovii subsp. londoniensis strain WSLC 30151
CP009575.1	2	20150314	202752	Listeria ivanovii subsp. londoniensis strain WSLC 30167
CP007172.1	5	20140522	1457190	Listeria ivanovii WSLC3009
HE999704.1	4	20150227	1639	Listeria monocytogenes La111
CP006591.1	2	20140731	1639	Listeria monocytogenes strain C1-387
CP006593.1	2	20140731	1639	Listeria monocytogenes strain J2-031
CP006592.1	2	20140731	1639	Listeria monocytogenes strain J2-064
CP006596.1	2	20140731	1639	Listeria monocytogenes strain J2-1091
CP006598.1	3	20150213	1639	Listeria monocytogenes strain J1776
CP006599.1	3	20150213	1639	Listeria monocytogenes strain J1817
CP006600.1	3	20150213	1639	Listeria monocytogenes strain J1926
CP006597.1	3	20150213	1639	Listeria monocytogenes strain N1-011A
CP006594.1	2	20140731	1639	Listeria monocytogenes strain R2-502
CP007600.1	1	20140510	1639	Listeria monocytogenes strain CFSAN006122
CP007492.1	2	20140501	1639	Listeria monocytogenes strain NE dc2014
CP009258.1	2	20140904	1639	Listeria monocytogenes strain Lm60
CP010346.1	2	20150327	1639	Listeria monocytogenes strain IZSAM_Lm_hs2008
CP009897.1	1	20141210	1639	Listeria monocytogenes strain NTSN
CP011004.1	1	20150314	1639	Listeria monocytogenes strain N2306
CP003414.1	4	20140516	1126011	Listeria monocytogenes 07PF0776
CP001602.2	9	20140613	653938	Listeria monocytogenes 08-5578
CP001604.1	7	20140515	637381	Listeria monocytogenes 08-5923
HG813249.1	2	20150227	1288295	Listeria monocytogenes 6179 chromosome
CP002002.1	2	20140214	393133	Listeria monocytogenes 10403S
FR733643.1	3	20150227	882095	Listeria monocytogenes ATCC 19117, serotype 4d
HG421741.1	3	20150227	1334565	Listeria monocytogenes EGD
AL591824.1	7	20150227	169963	Listeria monocytogenes EGD-e
CP002004.1	2	20131126	393127	Listeria monocytogenes Finland 1998
CP002003.1	2	20131126	393126	Listeria monocytogenes FSL R2-561
CP001175.1	7	20140515	552536	Listeria monocytogenes HCC23
CP006047.1	1	20130717	930782	Listeria monocytogenes J1-220
CP002001.1	2	20131126	393130	Listeria monocytogenes J0161
CP006046.1	1	20130717	930781	Listeria monocytogenes J1816
FM211688.1	3	20150227	563174	Listeria monocytogenes L99 serovar 4a
FR733642.2	4	20150227	882094	Listeria monocytogenes L312, serotype 4b
CP002816.1	5	20140516	1030009	Listeria monocytogenes M7
HE999705.1	4	20150227	1234142	Listeria monocytogenes N53-1
HG813247.1	2	20150211	1437838	Listeria monocytogenes R479a chromosome
FM242711.1	4	20150227	568819	Listeria monocytogenes serotype 4b str. CLIP 80459
AE017262.2	7	20140515	265669	Listeria monocytogenes serotype 4b str. F2365
HF558398.1	2	20150227	1230340	Listeria monocytogenes serotype 4b str. LL195
FR720325.1	3	20150227	863767	Listeria monocytogenes serotype 7 str. SLCC2482
FR733648.1	3	20150227	932920	Listeria monocytogenes SLCC2372, serotype 1/2c
FR733651.1	3	20150227	882097	Listeria monocytogenes SLCC2376, serotype 4c
FR733644.1	3	20150227	879088	Listeria monocytogenes SLCC2378, serotype 4e
FR733649.1	3	20150227	882020	Listeria monocytogenes SLCC2479, serotype 3c
FR733645.1	3	20150227	879089	Listeria monocytogenes SLCC2540, serotype 3b
FR733646.1	3	20150227	932919	Listeria monocytogenes SLCC2755, serotype 1/2b
FR733647.1	3	20150227	882096	Listeria monocytogenes SLCC5850, serotype 1/2a
FR733650.1	3	20150227	879090	Listeria monocytogenes SLCC7179, serotype 3a
CP007160.1	6	20140522	1457187	Listeria monocytogenes WSLC1001
CP007210.1	6	20140522	1457188	Listeria monocytogenes WSLC1042
FN557490.1	3	20150227	683837	Listeria seeligeri serovar 1/2b str. SLCC3954
AM263198.1	6	20150227	386043	Listeria welshimeri serovar 6b str. SLCC5334
CP010820.1	1	20150211	28031	Lysinibacillus fusiformis strain RB-21
CP000817.1	8	20150122	444177	Lysinibacillus sphaericus C3-41
CP006837.1	5	20141016	1145276	Lysinibacillus varians
AP009484.1	3	20120813	458233	Macrococcus caseolyticus JCSC5402
CP001850.2	5	20131216	699246	Mageeibacillus indolicus UPII9-5 str. UPII9-5
CP000471.1	8	20140515	156889	Magnetococcus marinus MC-1
FO538765.1	4	20150307	1288970	Magnetospira sp. QH-2 chromosome
HG794546.1	5	20150227	1430440	Magnetospirillum gryphiswaldense MSR-1 v2
AP007255.1	7	20080626	342108	Magnetospirillum magneticum AMB-1
CP002360.1	4	20130718	697281	Mahella australiensis 50-1 BON
CP011098.1	1	20150327	75985	Mannheimia haemolytica strain 89010807N
CP011099.1	1	20150327	75985	Mannheimia haemolytica strain 89010807N lktA-
CP005972.1	2	20131030	1261126	Mannheimia haemolytica D153
CP006573.1	2	20150326	1311759	Mannheimia haemolytica D171
CP006574.1	2	20150327	1311760	Mannheimia haemolytica D174
CP005383.1	7	20150322	1316932	Mannheimia haemolytica M42548
CP004752.1	3	20130526	1249531	Mannheimia haemolytica USDA-ARS-USMARC-183
CP006957.1	1	20150118	1222034	Mannheimia haemolytica USDA-ARS-USMARC-184
CP004753.1	3	20130526	1249526	Mannheimia haemolytica USDA-ARS-USMARC-185
CP006619.1	2	20131216	1366053	Mannheimia haemolytica USMARC_2286
CP006942.1	4	20141002	1432056	Mannheimia varigena USDA-ARS-USMARC-1261
CP006943.1	4	20141002	1433287	Mannheimia varigena USDA-ARS-USMARC-1296
CP006944.1	4	20141002	1434214	Mannheimia varigena USDA-ARS-USMARC-1312
CP006953.1	4	20141002	1434215	Mannheimia varigena USDA-ARS-USMARC-1388
CP002157.1	7	20140515	313603	Maribacter sp. HTCC2170
CP000449.1	6	20140515	394221	Maricaulis maris MCS10
CP007031.1	3	20140515	765910	Marichromatium purpuratum 984
CP002630.1	6	20150109	869210	Marinithermus hydrothermalis DSM 14884
CP003257.1	3	20130723	443254	Marinitoga piezophila KA3
CP001978.1	3	20111014	225937	Marinobacter adhaerens HP15
FO203363.1	3	20150227	1163748	Marinobacter hydrocarbonoclasticus ATCC 49840
CP000514.1	8	20140515	351348	Marinobacter hydrocarbonoclasticus VT8
CP007152.1	5	20141026	1420917	Marinobacter salarius strain R9SW1
CP007151.1	5	20141026	1420916	Marinobacter similis strain A3d10
CP003735.1	6	20140515	490759	Marinobacter sp. BSs20148
CP002583.1	4	20130402	717774	Marinomonas mediterranea MMB-1
CP002771.1	3	20130402	491952	Marinomonas posidonica IVIA-Po-181
CP000749.1	7	20140515	400668	Marinomonas sp. MWYL1
CP002349.1	4	20130403	643867	Marivirga tractuosa DSM 4126
CP010803.1	1	20150326	1486262	Martelella endophytica strain YC6887
FP929048.1	2	20150227	657316	Megamonas hypermegale ART12/1 draft
CP001743.1	5	20131216	504728	Meiothermus ruber DSM 1279
CP002042.1	6	20140807	526227	Meiothermus silvanus DSM 9946
CP003557.1	6	20140515	1191523	Melioribacter roseus P3M-2
AP012200.1	3	20120822	940190	Melissococcus plutonius ATCC 35311
AP012282.1	2	20120522	1090974	Melissococcus plutonius DAT561
AE017263.1	4	20141002	265311	Mesoplasma florum L1
CP006778.1	6	20140515	1406864	Mesoplasma florum W37
CP003358.1	2	20130718	754035	Mesorhizobium australicum WSM2073
CP002447.1	2	20111012	765698	Mesorhizobium ciceri biovar biserrulae WSM1271
BA000012.4	5	20090517	266835	Mesorhizobium loti MAFF303099
CP002279.1	3	20130718	536019	Mesorhizobium opportunistum WSM2075
CP003532.1	3	20120911	660470	Mesotoga prima MesG1.Ag.4.2
CP000975.1	8	20140516	481448	Methylacidiphilum infernorum V4
CP000555.1	7	20140515	420662	Methylibium petroleiphilum PM1
CP000284.1	12	20140515	265072	Methylobacillus flagellatus KT
CP001510.1	6	20140516	272630	Methylobacterium extorquens AM1
CP001511.1	4	20140516	272630	Methylobacterium extorquens AM1 megaplasmid
CP001298.1	6	20131212	440085	Methylobacterium extorquens CM4
FP103042.2	5	20150227	661410	Methylobacterium extorquens DM4 chromosome
CP000908.1	4	20140515	419610	Methylobacterium extorquens PA1
CP001349.1	3	20140102	460265	Methylobacterium nodulans ORS 2060
CP003811.1	1	20140926	693986	Methylobacterium oryzae CBMB20
CP001029.1	4	20140515	441620	Methylobacterium populi BJ001
CP001001.1	2	20131212	426355	Methylobacterium radiotolerans JCM 2831
CP000943.1	2	20131212	426117	Methylobacterium sp. 4-46
AP014648.1	1	20150107	1384459	Methyloceanibacter caenitepidi DNA strain: Gela4
CP001280.1	4	20131212	395965	Methylocella silvestris BL2
AE017282.2	12	20140515	243233	Methylococcus capsulatus str. Bath
HE956757.1	3	20150227	187303	Methylocystis sp. SC2
FO082060.1	4	20150327	271065	Methylomicrobium alcaliphilum str. 20Z chromosome
CP002738.1	5	20111206	857087	Methylomonas methanica MC09
CP003380.1	6	20140515	754477	Methylophaga frappieri strain JAM7
CP003390.2	7	20150218	754476	Methylophaga nitratireducenticrescens strain JAM1
CP001672.1	4	20140515	583345	Methylotenera mobilis JLW8
CP002056.1	5	20140515	666681	Methylotenera versatilis 301
CP001674.1	5	20140515	582744	Methylovorus glucosetrophus SIP3-4
CP002252.1	6	20140515	887061	Methylovorus sp. MP688
CP002382.1	5	20140516	856793	Micavibrio aeruginosavorus ARL-13
CP003538.1	5	20140516	349215	Micavibrio aeruginosavorus EPB
AP012052.1	4	20110603	979556	Microbacterium testaceum StLB037
CP001628.1	4	20131212	465515	Micrococcus luteus NCTC 2665
CP003630.1	2	20130723	1173027	Microcoleus sp. PCC 7113
AP009552.1	6	20101223	449447	Microcystis aeruginosa NIES-843
CP011304.1	1	20150430	1641812	Microcystis aeruginosa NIES-2549
AP012204.1	2	20130109	1032480	Microlunatus phosphovorus NM-1
CP002162.1	6	20140515	644283	Micromonospora aurantiaca ATCC 27029
CP002399.1	6	20140516	648999	Micromonospora sp. L5
CP001992.1	6	20131114	548479	Mobiluncus curtisii ATCC 43063
FO203431.1	3	20150227	477641	Modestobacter marinus str. BC501 chromosome
CP009415.1	2	20141116	1541959	Mollicutes bacterium HR1
CP000232.1	10	20140515	264732	Moorella thermoacetica ATCC 39073
CP007669.1	1	20141015	480	Moraxella catarrhalis strain 25239
CP008804.1	1	20140817	480	Moraxella catarrhalis strain 25240
CP002005.1	7	20140515	1236608	Moraxella catarrhalis BBH18
CP004345.1	5	20140515	1124991	Morganella morganii subsp. morganii KT
HG934468.1	3	20150227	1433126	Mucinivorans hirudinis
CP011071.1	1	20150329	516051	Muricauda lutaonensis strain CC-HSB-11
CP002999.1	3	20130718	886377	Muricauda ruestringensis DSM 13258
CP009616.1	1	20141103	36809	Mycobacterium abscessus strain 4529
CP009615.1	1	20141103	36809	Mycobacterium abscessus strain DJO-44274
CU458896.1	4	20150227	561007	Mycobacterium abscessus ATCC 19977 chromosome
CP009408.1	2	20141009	319705	Mycobacterium abscessus subsp. bolletii strain MA 1948
