"Species_Metadata","MDS_V1","MDS_V2","Description","Bacteria","Target","Phyla","Class","Min_Distance","Min_Name","Groups","Min_Groups"
"Frateuria_aurantia_Proteobacteria_Gammaproteobacteria_Other",21.3810059365314,-7.64969841957493,"Frateuria_aurantia_Proteobacteria_Gammaproteobacteria_Other","F. aurantia","Other","Proteobacteria","Gammaproteobacteria",19.68573,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Frischella_perrara_Proteobacteria_Gammaproteobacteria_Other",20.7367660076283,-8.14172323848255,"Frischella_perrara_Proteobacteria_Gammaproteobacteria_Other","F. perrara","Other","Proteobacteria","Gammaproteobacteria",4.4418,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Fusobacterium_nucleatum_Fusobacteria_Fusobacteriales_Other",-7.38383702008362,2.09378529669004,"Fusobacterium_nucleatum_Fusobacteria_Fusobacteriales_Other","F. nucleatum","Other","Fusobacteria","Fusobacteriales",31.0956,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Gallibacterium_anatis_Proteobacteria_Gammaproteobacteria_Other",20.4234340359141,-7.65695252549219,"Gallibacterium_anatis_Proteobacteria_Gammaproteobacteria_Other","G. anatis","Other","Proteobacteria","Gammaproteobacteria",6.13137,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Gallionella_capsiferriformans_Proteobacteria_Betaproteobacteria_Other",18.8934467374517,-6.6692347813917,"Gallionella_capsiferriformans_Proteobacteria_Betaproteobacteria_Other","G. capsiferriformans","Other","Proteobacteria","Betaproteobacteria",22.66444,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"gamma_proteobacterium_Proteobacteria_Gammaproteobacteria_Other",19.6639113150537,-7.56809238735591,"gamma_proteobacterium_Proteobacteria_Gammaproteobacteria_Other","g. proteobacterium","Other","Proteobacteria","Gammaproteobacteria",13.3228,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Gardnerella_vaginalis_Actinobacteria_Bifidobacteriales_Other",-17.510557131055,-14.5733951396969,"Gardnerella_vaginalis_Actinobacteria_Bifidobacteriales_Other","G. vaginalis","Other","Actinobacteria","Bifidobacteriales",22.24746,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Geitlerinema_sp._Cyanobacteria_Oscillatoriophycideae_Other",-7.67378174503807,-1.95792220608093,"Geitlerinema_sp._Cyanobacteria_Oscillatoriophycideae_Other","G. sp.","Other","Cyanobacteria","Oscillatoriophycideae",28.83195,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Geminocystis_sp._Cyanobacteria_Oscillatoriophycideae_Other",-8.0198675447344,-2.30836205781528,"Geminocystis_sp._Cyanobacteria_Oscillatoriophycideae_Other","G. sp.","Other","Cyanobacteria","Oscillatoriophycideae",30.18681,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gemmatimonadetes_bacterium_Gemmatimonadetes_Gemmatimonadales_Other",-4.71366848705669,2.39079296413546,"Gemmatimonadetes_bacterium_Gemmatimonadetes_Gemmatimonadales_Other","G. bacterium","Other","Gemmatimonadetes","Gemmatimonadales",31.7993,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gemmatimonas_aurantiaca_Gemmatimonadetes_Gemmatimonadales_Other",-4.82814898434301,2.29190163751247,"Gemmatimonas_aurantiaca_Gemmatimonadetes_Gemmatimonadales_Other","G. aurantiaca","Other","Gemmatimonadetes","Gemmatimonadales",32.95356,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Geoalkalibacter_subterraneus_Proteobacteria_Deltaproteobacteria_Other",-5.43385278057052,3.55788607411745,"Geoalkalibacter_subterraneus_Proteobacteria_Deltaproteobacteria_Other","G. subterraneus","Other","Proteobacteria","Deltaproteobacteria",30.02337,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacillus_kaustophilus_Firmicutes_Bacilli_Other",-10.5266452036118,2.95151677646189,"Geobacillus_kaustophilus_Firmicutes_Bacilli_Other","G. kaustophilus","Other","Firmicutes","Bacilli",9.17643,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Geobacillus_sp._Firmicutes_Bacilli_Other",-10.4787180522671,2.95504284454228,"Geobacillus_sp._Firmicutes_Bacilli_Other","G. sp.","Other","Firmicutes","Bacilli",9.0145,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Geobacillus_thermodenitrificans_Firmicutes_Bacilli_Other",-10.5121856511521,2.95237013001414,"Geobacillus_thermodenitrificans_Firmicutes_Bacilli_Other","G. thermodenitrificans","Other","Firmicutes","Bacilli",9.12891,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Geobacillus_thermoglucosidasius_Firmicutes_Bacilli_Other",-10.4618062356632,2.95565038292172,"Geobacillus_thermoglucosidasius_Firmicutes_Bacilli_Other","G. thermoglucosidasius","Other","Firmicutes","Bacilli",8.97963,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Geobacillus_thermoleovorans_Firmicutes_Bacilli_Other",-10.5269044404935,2.95149705809246,"Geobacillus_thermoleovorans_Firmicutes_Bacilli_Other","G. thermoleovorans","Other","Firmicutes","Bacilli",9.17731,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Geobacter_bemidjiensis_Proteobacteria_Deltaproteobacteria_Other",-4.83049322872997,3.24361785089352,"Geobacter_bemidjiensis_Proteobacteria_Deltaproteobacteria_Other","G. bemidjiensis","Other","Proteobacteria","Deltaproteobacteria",30.93027,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_daltonii_Proteobacteria_Deltaproteobacteria_Other",-4.78135737497,3.26104048439634,"Geobacter_daltonii_Proteobacteria_Deltaproteobacteria_Other","G. daltonii","Other","Proteobacteria","Deltaproteobacteria",30.3743,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_lovleyi_Proteobacteria_Deltaproteobacteria_Other",-4.89638110528827,3.21816014238889,"Geobacter_lovleyi_Proteobacteria_Deltaproteobacteria_Other","G. lovleyi","Other","Proteobacteria","Deltaproteobacteria",31.69402,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_metallireducens_Proteobacteria_Deltaproteobacteria_Other",-4.74454407511894,3.27354163137891,"Geobacter_metallireducens_Proteobacteria_Deltaproteobacteria_Other","G. metallireducens","Other","Proteobacteria","Deltaproteobacteria",29.96197,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_pickeringii_Proteobacteria_Deltaproteobacteria_Other",-4.71839153866325,3.28285979707342,"Geobacter_pickeringii_Proteobacteria_Deltaproteobacteria_Other","G. pickeringii","Other","Proteobacteria","Deltaproteobacteria",29.666,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_sp._Proteobacteria_Deltaproteobacteria_Other",-4.82482788784373,3.24567185928685,"Geobacter_sp._Proteobacteria_Deltaproteobacteria_Other","G. sp.","Other","Proteobacteria","Deltaproteobacteria",30.86586,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_sulfurreducens_Proteobacteria_Deltaproteobacteria_Other",-4.74931243168789,3.27180102734316,"Geobacter_sulfurreducens_Proteobacteria_Deltaproteobacteria_Other","G. sulfurreducens","Other","Proteobacteria","Deltaproteobacteria",30.01635,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geobacter_uraniireducens_Proteobacteria_Deltaproteobacteria_Other",-4.76173112687381,3.26826910461919,"Geobacter_uraniireducens_Proteobacteria_Deltaproteobacteria_Other","G. uraniireducens","Other","Proteobacteria","Deltaproteobacteria",30.15041,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Geodermatophilus_obscurus_Actinobacteria_Geodermatophilales_Other",-15.1819941706774,-11.6353879242464,"Geodermatophilus_obscurus_Actinobacteria_Geodermatophilales_Other","G. obscurus","Other","Actinobacteria","Geodermatophilales",12.48405,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Gilliamella_apicola_Proteobacteria_Gammaproteobacteria_Other",20.7308621502674,-8.13696399418075,"Gilliamella_apicola_Proteobacteria_Gammaproteobacteria_Other","G. apicola","Other","Proteobacteria","Gammaproteobacteria",4.68564,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Glaciecola_nitratireducens_Proteobacteria_Gammaproteobacteria_Other",18.7457880384127,-6.89584504418147,"Glaciecola_nitratireducens_Proteobacteria_Gammaproteobacteria_Other","G. nitratireducens","Other","Proteobacteria","Gammaproteobacteria",12.66601,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Glaciecola_sp._Proteobacteria_Gammaproteobacteria_Other",18.5215262020874,-6.7563731321963,"Glaciecola_sp._Proteobacteria_Gammaproteobacteria_Other","G. sp.","Other","Proteobacteria","Gammaproteobacteria",12.34827,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Gloeobacter_kilaueensis_Cyanobacteria_Gloeobacteria_Other",-8.23507972218594,-2.54664970504075,"Gloeobacter_kilaueensis_Cyanobacteria_Gloeobacteria_Other","G. kilaueensis","Other","Cyanobacteria","Gloeobacteria",32.42573,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gloeobacter_violaceus_Cyanobacteria_Gloeobacteria_Other",-8.30486099942933,-2.61793409799496,"Gloeobacter_violaceus_Cyanobacteria_Gloeobacteria_Other","G. violaceus","Other","Cyanobacteria","Gloeobacteria",32.85912,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gloeocapsa_sp._Cyanobacteria_Oscillatoriophycideae_Other",-7.60464257603424,-1.88689628561051,"Gloeocapsa_sp._Cyanobacteria_Oscillatoriophycideae_Other","G. sp.","Other","Cyanobacteria","Oscillatoriophycideae",28.3422,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gluconacetobacter_diazotrophicus_Proteobacteria_Alphaproteobacteria_Other",10.0394895237988,19.1475769907571,"Gluconacetobacter_diazotrophicus_Proteobacteria_Alphaproteobacteria_Other","G. diazotrophicus","Other","Proteobacteria","Alphaproteobacteria",36.60777,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Gluconobacter_oxydans_Proteobacteria_Alphaproteobacteria_Other",10.1973266985762,19.3740332028894,"Gluconobacter_oxydans_Proteobacteria_Alphaproteobacteria_Other","G. oxydans","Other","Proteobacteria","Alphaproteobacteria",37.14329,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Gordonia_bronchialis_Actinobacteria_Corynebacteriales_Other",-16.4271599307471,-14.0626922183788,"Gordonia_bronchialis_Actinobacteria_Corynebacteriales_Other","G. bronchialis","Other","Actinobacteria","Corynebacteriales",7.35765,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Gordonia_polyisoprenivorans_Actinobacteria_Corynebacteriales_Other",-15.9735465929964,-13.434891327515,"Gordonia_polyisoprenivorans_Actinobacteria_Corynebacteriales_Other","G. polyisoprenivorans","Other","Actinobacteria","Corynebacteriales",7.80588,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Gordonia_sp._Actinobacteria_Corynebacteriales_Other",-16.5069929961195,-14.1691698648347,"Gordonia_sp._Actinobacteria_Corynebacteriales_Other","G. sp.","Other","Actinobacteria","Corynebacteriales",7.5894,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Gramella_forsetii_Bacteroidetes_Flavobacteriia_Other",-8.27823630585693,9.56459353081969,"Gramella_forsetii_Bacteroidetes_Flavobacteriia_Other","G. forsetii","Other","Bacteroidetes","Flavobacteriia",8.82636,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Granulibacter_bethesdensis_Proteobacteria_Alphaproteobacteria_Other",10.2125838843811,19.4039366333712,"Granulibacter_bethesdensis_Proteobacteria_Alphaproteobacteria_Other","G. bethesdensis","Other","Proteobacteria","Alphaproteobacteria",37.18496,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Granulicella_mallensis_Acidobacteria_Acidobacteriales_Other",-7.43808232640919,0.944566043904408,"Granulicella_mallensis_Acidobacteria_Acidobacteriales_Other","G. mallensis","Other","Acidobacteria","Acidobacteriales",32.55688,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Granulicella_tundricola_Acidobacteria_Acidobacteriales_Other",-7.55539013134157,0.876561314187775,"Granulicella_tundricola_Acidobacteria_Acidobacteriales_Other","G. tundricola","Other","Acidobacteria","Acidobacteriales",33.38396,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Gynuella_sunshinyii_Proteobacteria_Gammaproteobacteria_Other",18.1079408597532,-6.43469370306772,"Gynuella_sunshinyii_Proteobacteria_Gammaproteobacteria_Other","G. sunshinyii","Other","Proteobacteria","Gammaproteobacteria",10.5052,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Haemophilus_ducreyi_Proteobacteria_Gammaproteobacteria_Other",20.4087488377672,-7.63704119664754,"Haemophilus_ducreyi_Proteobacteria_Gammaproteobacteria_Other","H. ducreyi","Other","Proteobacteria","Gammaproteobacteria",6.5735,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Haemophilus_influenzae_Proteobacteria_Gammaproteobacteria_Pathogenic",20.2313595997987,-7.53464528761678,"Haemophilus_influenzae_Proteobacteria_Gammaproteobacteria_Pathogenic","H. influenzae","Pathogenic","Proteobacteria","Gammaproteobacteria",6.08337,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Haemophilus_parainfluenzae_Proteobacteria_Gammaproteobacteria_Other",20.0836848190335,-7.44236492610747,"Haemophilus_parainfluenzae_Proteobacteria_Gammaproteobacteria_Other","H. parainfluenzae","Other","Proteobacteria","Gammaproteobacteria",5.93392,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Haemophilus_parasuis_Proteobacteria_Gammaproteobacteria_Other",20.2782516498446,-7.55780049034413,"Haemophilus_parasuis_Proteobacteria_Gammaproteobacteria_Other","H. parasuis","Other","Proteobacteria","Gammaproteobacteria",6.42436,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Haemophilus_somnus_Proteobacteria_Gammaproteobacteria_Other",20.3156869141674,-7.58479756428021,"Haemophilus_somnus_Proteobacteria_Gammaproteobacteria_Other","H. somnus","Other","Proteobacteria","Gammaproteobacteria",6.45507,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Hafnia_alvei_Proteobacteria_Gammaproteobacteria_Other",20.4483755909924,-7.9676500653538,"Hafnia_alvei_Proteobacteria_Gammaproteobacteria_Other","H. alvei","Other","Proteobacteria","Gammaproteobacteria",2.30679,"Escherichia_coli_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Hahella_chejuensis_Proteobacteria_Gammaproteobacteria_Other",17.6706794255454,-6.36918338359914,"Hahella_chejuensis_Proteobacteria_Gammaproteobacteria_Other","H. chejuensis","Other","Proteobacteria","Gammaproteobacteria",10.3804,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Halanaerobium_hydrogeniformans_Firmicutes_Clostridia_Other",-8.1082937969652,0.666063767734711,"Halanaerobium_hydrogeniformans_Firmicutes_Clostridia_Other","H. hydrogeniformans","Other","Firmicutes","Clostridia",23.80376,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Halanaerobium_praevalens_Firmicutes_Clostridia_Other",-8.17865180171638,0.626932020007303,"Halanaerobium_praevalens_Firmicutes_Clostridia_Other","H. praevalens","Other","Firmicutes","Clostridia",24.17419,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Haliangium_ochraceum_Proteobacteria_Deltaproteobacteria_Other",-3.24449193962696,2.9486355386585,"Haliangium_ochraceum_Proteobacteria_Deltaproteobacteria_Other","H. ochraceum","Other","Proteobacteria","Deltaproteobacteria",31.53905,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Haliscomenobacter_hydrossis_Bacteroidetes_Saprospiria_Other",-9.23685725727285,8.60346739406777,"Haliscomenobacter_hydrossis_Bacteroidetes_Saprospiria_Other","H. hydrossis","Other","Bacteroidetes","Saprospiria",25.77184,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Haloarcula_marismortui_Euryarchaeota_Stenosarchaeagroup_Structural",-10.9789919015171,-1.26182399451726,"Haloarcula_marismortui_Euryarchaeota_Stenosarchaeagroup_Structural","H. marismortui","Structural","Euryarchaeota","Stenosarchaeagroup",0,"Haloarcula_marismortui_Euryarchaeota_Stenosarchaeagroup_Structural","Others","Others"
"Halobacillus_halophilus_Firmicutes_Bacilli_Other",-9.59400464101327,3.53235490959711,"Halobacillus_halophilus_Firmicutes_Bacilli_Other","H. halophilus","Other","Firmicutes","Bacilli",12.86502,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Halobacteroides_halobius_Firmicutes_Clostridia_Other",-9.0381252319741,0.467824304777873,"Halobacteroides_halobius_Firmicutes_Clostridia_Other","H. halobius","Other","Firmicutes","Clostridia",24.31029,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Halomonas_campaniensis_Proteobacteria_Gammaproteobacteria_Other",18.5131541516555,-6.87788726530043,"Halomonas_campaniensis_Proteobacteria_Gammaproteobacteria_Other","H. campaniensis","Other","Proteobacteria","Gammaproteobacteria",10.66878,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Halomonas_elongata_Proteobacteria_Gammaproteobacteria_Other",18.763361896655,-7.03344287791696,"Halomonas_elongata_Proteobacteria_Gammaproteobacteria_Other","H. elongata","Other","Proteobacteria","Gammaproteobacteria",11.01808,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Halomonas_sp._Proteobacteria_Gammaproteobacteria_Other",18.5892208485547,-6.92513480152947,"Halomonas_sp._Proteobacteria_Gammaproteobacteria_Other","H. sp.","Other","Proteobacteria","Gammaproteobacteria",10.78293,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Halorhodospira_halophila_Proteobacteria_Gammaproteobacteria_Other",19.0983928705583,-6.93880915902354,"Halorhodospira_halophila_Proteobacteria_Gammaproteobacteria_Other","H. halophila","Other","Proteobacteria","Gammaproteobacteria",18.38686,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Halothece_sp._Cyanobacteria_Oscillatoriophycideae_Other",-8.01209415252372,-2.3060022422811,"Halothece_sp._Cyanobacteria_Oscillatoriophycideae_Other","H. sp.","Other","Cyanobacteria","Oscillatoriophycideae",30.48345,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Halothermothrix_orenii_Firmicutes_Clostridia_Other",-7.92852729825779,0.899455471892998,"Halothermothrix_orenii_Firmicutes_Clostridia_Other","H. orenii","Other","Firmicutes","Clostridia",22.57574,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Halothiobacillus_neapolitanus_Proteobacteria_Gammaproteobacteria_Other",20.3498544032351,-7.96457883210209,"Halothiobacillus_neapolitanus_Proteobacteria_Gammaproteobacteria_Other","H. neapolitanus","Other","Proteobacteria","Gammaproteobacteria",18.29429,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Helicobacter_acinonychis_Proteobacteria_Epsilonproteobacteria_Other",2.46099624475679,-0.433393603469566,"Helicobacter_acinonychis_Proteobacteria_Epsilonproteobacteria_Other","H. acinonychis","Other","Proteobacteria","Epsilonproteobacteria",45.41445,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_bizzozeronii_Proteobacteria_Epsilonproteobacteria_Other",2.55562658672962,-0.548251476025317,"Helicobacter_bizzozeronii_Proteobacteria_Epsilonproteobacteria_Other","H. bizzozeronii","Other","Proteobacteria","Epsilonproteobacteria",46.56371,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_cetorum_Proteobacteria_Epsilonproteobacteria_Other",2.41865375526185,-0.382030371443175,"Helicobacter_cetorum_Proteobacteria_Epsilonproteobacteria_Other","H. cetorum","Other","Proteobacteria","Epsilonproteobacteria",44.90043,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_cinaedi_Proteobacteria_Epsilonproteobacteria_Other",1.96561635619474,0.0601108416651997,"Helicobacter_cinaedi_Proteobacteria_Epsilonproteobacteria_Other","H. cinaedi","Other","Proteobacteria","Epsilonproteobacteria",44.07871,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_felis_Proteobacteria_Epsilonproteobacteria_Other",2.57743081011198,-0.574654170434922,"Helicobacter_felis_Proteobacteria_Epsilonproteobacteria_Other","H. felis","Other","Proteobacteria","Epsilonproteobacteria",46.82811,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_hepaticus_Proteobacteria_Epsilonproteobacteria_Other",1.96329655819596,0.0630331766891409,"Helicobacter_hepaticus_Proteobacteria_Epsilonproteobacteria_Other","H. hepaticus","Other","Proteobacteria","Epsilonproteobacteria",44.04695,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_mustelae_Proteobacteria_Epsilonproteobacteria_Other",1.98896332935344,0.0310178756144868,"Helicobacter_mustelae_Proteobacteria_Epsilonproteobacteria_Other","H. mustelae","Other","Proteobacteria","Epsilonproteobacteria",44.393,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Helicobacter_pylori_Proteobacteria_Epsilonproteobacteria_Pathogenic",2.4555171849092,-0.426747982770964,"Helicobacter_pylori_Proteobacteria_Epsilonproteobacteria_Pathogenic","H. pylori","Pathogenic","Proteobacteria","Epsilonproteobacteria",45.34795,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Heliobacterium_modesticaldum_Firmicutes_Clostridia_Other",-10.0377133524663,0.667872845004207,"Heliobacterium_modesticaldum_Firmicutes_Clostridia_Other","H. modesticaldum","Other","Firmicutes","Clostridia",24.18896,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Herbaspirillum_seropedicae_Proteobacteria_Betaproteobacteria_Other",19.1211880832849,-6.97000455177183,"Herbaspirillum_seropedicae_Proteobacteria_Betaproteobacteria_Other","H. seropedicae","Other","Proteobacteria","Betaproteobacteria",22.58461,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Herminiimonas_arsenicoxydans_Proteobacteria_Betaproteobacteria_Other",18.9665291891933,-7.07072063968356,"Herminiimonas_arsenicoxydans_Proteobacteria_Betaproteobacteria_Other","H. arsenicoxydans","Other","Proteobacteria","Betaproteobacteria",22.9009,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Herpetosiphon_aurantiacus_Chloroflexi_Chloroflexia_Other",-8.53772632990007,1.18748104855849,"Herpetosiphon_aurantiacus_Chloroflexi_Chloroflexia_Other","H. aurantiacus","Other","Chloroflexi","Chloroflexia",28.82114,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Hippea_maritima_Proteobacteria_Deltaproteobacteria_Other",-5.73010854605608,2.78907021875027,"Hippea_maritima_Proteobacteria_Deltaproteobacteria_Other","H. maritima","Other","Proteobacteria","Deltaproteobacteria",33.05755,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Hirschia_baltica_Proteobacteria_Alphaproteobacteria_Other",9.463944910125,21.0513378505564,"Hirschia_baltica_Proteobacteria_Alphaproteobacteria_Other","H. baltica","Other","Proteobacteria","Alphaproteobacteria",38.47454,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Hydrogenobaculum_sp._Aquificae_Aquificales_Other",-11.7990184418956,1.15391624387429,"Hydrogenobaculum_sp._Aquificae_Aquificales_Other","H. sp.","Other","Aquificae","Aquificales",38.55014,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
